stemID           LocationX        LocationY        Length           Radians         
17286            18.33            244.58           6.95             2.09            
17287            18.33            244.58           11.92            1.57            
17288            18.33            244.58           6.95             1.05            
17289            27.79            249.04           11.04            1.57            
17290            27.79            249.04           18.91            1.05            
17291            27.79            249.04           11.04            0.52            
17292            28.65            238.62           6.95             1.05            
17293            28.65            238.62           11.92            0.52            
17294            28.65            238.62           6.95             0.00            
17295            -25.37           245.60           8.76             3.67            
17296            -25.37           245.60           15.01            3.14            
17297            -25.37           245.60           8.76             2.62            
17298            -30.99           257.51           13.90            3.14            
17299            -30.99           257.51           23.82            2.62            
17300            -30.99           257.51           13.90            2.09            
17301            -17.87           258.61           8.76             2.62            
17302            -17.87           258.61           15.01            2.09            
17303            -17.87           258.61           8.76             1.57            
17304            -26.33           275.04           12.87            3.14            
17305            -26.33           275.04           22.06            2.62            
17306            -26.33           275.04           12.87            2.09            
17307            -24.73           294.32           20.42            2.62            
17308            -24.73           294.32           35.00            2.09            
17309            -24.73           294.32           20.42            1.57            
17310            -7.23            286.07           12.87            2.09            
17311            -7.23            286.07           22.06            1.57            
17312            -7.23            286.07           12.87            1.05            
17313            2.77             270.52           8.76             2.62            
17314            2.77             270.52           15.01            2.09            
17315            2.77             270.52           8.76             1.57            
17316            10.27            281.34           13.90            2.09            
17317            10.27            281.34           23.82            1.57            
17318            10.27            281.34           13.90            1.05            
17319            17.78            270.52           8.76             1.57            
17320            17.78            270.52           15.01            1.05            
17321            17.78            270.52           8.76             0.52            
17322            -6.12            289.28           11.92            3.14            
17323            -6.12            289.28           20.42            2.62            
17324            -6.12            289.28           11.92            2.09            
17325            -4.64            307.14           18.91            2.62            
17326            -4.64            307.14           32.41            2.09            
17327            -4.64            307.14           18.91            1.57            
17328            11.57            299.50           11.92            2.09            
17329            11.57            299.50           20.42            1.57            
17330            11.57            299.50           11.92            1.05            
17331            12.77            324.61           17.51            2.62            
17332            12.77            324.61           30.01            2.09            
17333            12.77            324.61           17.51            1.57            
17334            27.78            346.24           27.79            2.09            
17335            27.78            346.24           47.62            1.57            
17336            27.78            346.24           27.79            1.05            
17337            42.78            324.61           17.51            1.57            
17338            42.78            324.61           30.01            1.05            
17339            42.78            324.61           17.51            0.52            
17340            43.98            299.50           11.92            2.09            
17341            43.98            299.50           20.42            1.57            
17342            43.98            299.50           11.92            1.05            
17343            60.19            307.14           18.91            1.57            
17344            60.19            307.14           32.41            1.05            
17345            60.19            307.14           18.91            0.52            
17346            61.67            289.28           11.92            1.05            
17347            61.67            289.28           20.42            0.52            
17348            61.67            289.28           11.92            0.00            
17349            37.77            270.52           8.76             2.62            
17350            37.77            270.52           15.01            2.09            
17351            37.77            270.52           8.76             1.57            
17352            45.28            281.34           13.90            2.09            
17353            45.28            281.34           23.82            1.57            
17354            45.28            281.34           13.90            1.05            
17355            52.79            270.52           8.76             1.57            
17356            52.79            270.52           15.01            1.05            
17357            52.79            270.52           8.76             0.52            
17358            62.79            286.07           12.87            2.09            
17359            62.79            286.07           22.06            1.57            
17360            62.79            286.07           12.87            1.05            
17361            80.29            294.32           20.42            1.57            
17362            80.29            294.32           35.00            1.05            
17363            80.29            294.32           20.42            0.52            
17364            81.89            275.04           12.87            1.05            
17365            81.89            275.04           22.06            0.52            
17366            81.89            275.04           12.87            0.00            
17367            73.42            258.61           8.76             1.57            
17368            73.42            258.61           15.01            1.05            
17369            73.42            258.61           8.76             0.52            
17370            86.55            257.51           13.90            1.05            
17371            86.55            257.51           23.82            0.52            
17372            86.55            257.51           13.90            0.00            
17373            80.93            245.60           8.76             0.52            
17374            80.93            245.60           15.01            0.00            
17375            80.93            245.60           8.76             -0.52           
17376            26.90            238.62           6.95             3.14            
17377            26.90            238.62           11.92            2.62            
17378            26.90            238.62           6.95             2.09            
17379            27.77            249.04           11.04            2.62            
17380            27.77            249.04           18.91            2.09            
17381            27.77            249.04           11.04            1.57            
17382            37.23            244.58           6.95             2.09            
17383            37.23            244.58           11.92            1.57            
17384            37.23            244.58           6.95             1.05            
17385            37.93            259.24           10.22            2.62            
17386            37.93            259.24           17.51            2.09            
17387            37.93            259.24           10.22            1.57            
17388            46.68            271.86           16.21            2.09            
17389            46.68            271.86           27.79            1.57            
17390            46.68            271.86           16.21            1.05            
17391            55.44            259.24           10.22            1.57            
17392            55.44            259.24           17.51            1.05            
17393            55.44            259.24           10.22            0.52            
17394            56.14            244.58           6.95             2.09            
17395            56.14            244.58           11.92            1.57            
17396            56.14            244.58           6.95             1.05            
17397            65.60            249.04           11.04            1.57            
17398            65.60            249.04           18.91            1.05            
17399            65.60            249.04           11.04            0.52            
17400            66.46            238.62           6.95             1.05            
17401            66.46            238.62           11.92            0.52            
17402            66.46            238.62           6.95             0.00            
17403            57.48            261.01           9.46             2.62            
17404            57.48            261.01           16.21            2.09            
17405            57.48            261.01           9.46             1.57            
17406            65.59            272.69           15.01            2.09            
17407            65.59            272.69           25.73            1.57            
17408            65.59            272.69           15.01            1.05            
17409            73.69            261.01           9.46             1.57            
17410            73.69            261.01           16.21            1.05            
17411            73.69            261.01           9.46             0.52            
17412            84.49            277.80           13.90            2.09            
17413            84.49            277.80           23.82            1.57            
17414            84.49            277.80           13.90            1.05            
17415            103.39           286.71           22.06            1.57            
17416            103.39           286.71           37.80            1.05            
17417            103.39           286.71           22.06            0.52            
17418            105.12           265.88           13.90            1.05            
17419            105.12           265.88           23.82            0.52            
17420            105.12           265.88           13.90            0.00            
17421            95.98            248.14           9.46             1.57            
17422            95.98            248.14           16.21            1.05            
17423            95.98            248.14           9.46             0.52            
17424            110.15           246.96           15.01            1.05            
17425            110.15           246.96           25.73            0.52            
17426            110.15           246.96           15.01            0.00            
17427            104.09           234.10           9.46             0.52            
17428            104.09           234.10           16.21            0.00            
17429            104.09           234.10           9.46             -0.52           
17430            80.21            230.68           6.95             2.09            
17431            80.21            230.68           11.92            1.57            
17432            80.21            230.68           6.95             1.05            
17433            89.67            235.14           11.04            1.57            
17434            89.67            235.14           18.91            1.05            
17435            89.67            235.14           11.04            0.52            
17436            90.53            224.72           6.95             1.05            
17437            90.53            224.72           11.92            0.52            
17438            90.53            224.72           6.95             0.00            
17439            103.57           231.44           10.22            1.57            
17440            103.57           231.44           17.51            1.05            
17441            103.57           231.44           10.22            0.52            
17442            118.88           230.17           16.21            1.05            
17443            118.88           230.17           27.79            0.52            
17444            118.88           230.17           16.21            0.00            
17445            112.33           216.28           10.22            0.52            
17446            112.33           216.28           17.51            0.00            
17447            112.33           216.28           10.22            -0.52           
17448            99.99            208.34           6.95             1.05            
17449            99.99            208.34           11.92            0.52            
17450            99.99            208.34           6.95             0.00            
17451            108.58           202.38           11.04            0.52            
17452            108.58           202.38           18.91            0.00            
17453            108.58           202.38           11.04            -0.52           
17454            99.99            196.42           6.95             0.00            
17455            99.99            196.42           11.92            -0.52           
17456            99.99            196.42           6.95             -1.05           
17457            6.34             239.43           8.11             3.67            
17458            6.34             239.43           13.90            3.14            
17459            6.34             239.43           8.11             2.62            
17460            1.14             250.46           12.87            3.14            
17461            1.14             250.46           22.06            2.62            
17462            1.14             250.46           12.87            2.09            
17463            13.29            251.47           8.11             2.62            
17464            13.29            251.47           13.90            2.09            
17465            13.29            251.47           8.11             1.57            
17466            5.45             266.68           11.92            3.14            
17467            5.45             266.68           20.42            2.62            
17468            5.45             266.68           11.92            2.09            
17469            6.93             284.54           18.91            2.62            
17470            6.93             284.54           32.41            2.09            
17471            6.93             284.54           18.91            1.57            
17472            23.14            276.90           11.92            2.09            
17473            23.14            276.90           20.42            1.57            
17474            23.14            276.90           11.92            1.05            
17475            32.40            262.50           8.11             2.62            
17476            32.40            262.50           13.90            2.09            
17477            32.40            262.50           8.11             1.57            
17478            39.35            272.52           12.87            2.09            
17479            39.35            272.52           22.06            1.57            
17480            39.35            272.52           12.87            1.05            
17481            46.30            262.50           8.11             1.57            
17482            46.30            262.50           13.90            1.05            
17483            46.30            262.50           8.11             0.52            
17484            24.17            279.87           11.04            3.14            
17485            24.17            279.87           18.91            2.62            
17486            24.17            279.87           11.04            2.09            
17487            25.54            296.41           17.51            2.62            
17488            25.54            296.41           30.01            2.09            
17489            25.54            296.41           17.51            1.57            
17490            40.55            289.33           11.04            2.09            
17491            40.55            289.33           18.91            1.57            
17492            40.55            289.33           11.04            1.05            
17493            41.66            312.59           16.21            2.62            
17494            41.66            312.59           27.79            2.09            
17495            41.66            312.59           16.21            1.57            
17496            55.56            332.62           25.73            2.09            
17497            55.56            332.62           44.09            1.57            
17498            55.56            332.62           25.73            1.05            
17499            69.45            312.59           16.21            1.57            
17500            69.45            312.59           27.79            1.05            
17501            69.45            312.59           16.21            0.52            
17502            70.56            289.33           11.04            2.09            
17503            70.56            289.33           18.91            1.57            
17504            70.56            289.33           11.04            1.05            
17505            85.57            296.41           17.51            1.57            
17506            85.57            296.41           30.01            1.05            
17507            85.57            296.41           17.51            0.52            
17508            86.94            279.87           11.04            1.05            
17509            86.94            279.87           18.91            0.52            
17510            86.94            279.87           11.04            0.00            
17511            64.81            262.50           8.11             2.62            
17512            64.81            262.50           13.90            2.09            
17513            64.81            262.50           8.11             1.57            
17514            71.76            272.52           12.87            2.09            
17515            71.76            272.52           22.06            1.57            
17516            71.76            272.52           12.87            1.05            
17517            78.71            262.50           8.11             1.57            
17518            78.71            262.50           13.90            1.05            
17519            78.71            262.50           8.11             0.52            
17520            87.97            276.90           11.92            2.09            
17521            87.97            276.90           20.42            1.57            
17522            87.97            276.90           11.92            1.05            
17523            104.18           284.54           18.91            1.57            
17524            104.18           284.54           32.41            1.05            
17525            104.18           284.54           18.91            0.52            
17526            105.66           266.68           11.92            1.05            
17527            105.66           266.68           20.42            0.52            
17528            105.66           266.68           11.92            0.00            
17529            97.82            251.47           8.11             1.57            
17530            97.82            251.47           13.90            1.05            
17531            97.82            251.47           8.11             0.52            
17532            109.97           250.46           12.87            1.05            
17533            109.97           250.46           22.06            0.52            
17534            109.97           250.46           12.87            0.00            
17535            104.77           239.43           8.11             0.52            
17536            104.77           239.43           13.90            0.00            
17537            104.77           239.43           8.11             -0.52           
17538            54.27            277.99           10.22            3.14            
17539            54.27            277.99           17.51            2.62            
17540            54.27            277.99           10.22            2.09            
17541            55.54            293.30           16.21            2.62            
17542            55.54            293.30           27.79            2.09            
17543            55.54            293.30           16.21            1.57            
17544            69.44            286.75           10.22            2.09            
17545            69.44            286.75           17.51            1.57            
17546            69.44            286.75           10.22            1.05            
17547            70.47            308.28           15.01            2.62            
17548            70.47            308.28           25.73            2.09            
17549            70.47            308.28           15.01            1.57            
17550            83.33            326.83           23.82            2.09            
17551            83.33            326.83           40.83            1.57            
17552            83.33            326.83           23.82            1.05            
17553            96.20            308.28           15.01            1.57            
17554            96.20            308.28           25.73            1.05            
17555            96.20            308.28           15.01            0.52            
17556            97.23            286.75           10.22            2.09            
17557            97.23            286.75           17.51            1.57            
17558            97.23            286.75           10.22            1.05            
17559            111.12           293.30           16.21            1.57            
17560            111.12           293.30           27.79            1.05            
17561            111.12           293.30           16.21            0.52            
17562            112.39           277.99           10.22            1.05            
17563            112.39           277.99           17.51            0.52            
17564            112.39           277.99           10.22            0.00            
17565            99.19            310.88           13.90            2.62            
17566            99.19            310.88           23.82            2.09            
17567            99.19            310.88           13.90            1.57            
17568            111.11           328.05           22.06            2.09            
17569            111.11           328.05           37.80            1.57            
17570            111.11           328.05           22.06            1.05            
17571            123.02           310.88           13.90            1.57            
17572            123.02           310.88           23.82            1.05            
17573            123.02           310.88           13.90            0.52            
17574            138.88           335.55           20.42            2.09            
17575            138.88           335.55           35.00            1.57            
17576            138.88           335.55           20.42            1.05            
17577            166.65           348.65           32.41            1.57            
17578            166.65           348.65           55.54            1.05            
17579            166.65           348.65           32.41            0.52            
17580            169.20           318.05           20.42            1.05            
17581            169.20           318.05           35.00            0.52            
17582            169.20           318.05           20.42            0.00            
17583            155.76           291.98           13.90            1.57            
17584            155.76           291.98           23.82            1.05            
17585            155.76           291.98           13.90            0.52            
17586            176.59           290.25           22.06            1.05            
17587            176.59           290.25           37.80            0.52            
17588            176.59           290.25           22.06            0.00            
17589            167.67           271.35           13.90            0.52            
17590            167.67           271.35           23.82            0.00            
17591            167.67           271.35           13.90            -0.52           
17592            132.59           266.33           10.22            2.09            
17593            132.59           266.33           17.51            1.57            
17594            132.59           266.33           10.22            1.05            
17595            146.48           272.88           16.21            1.57            
17596            146.48           272.88           27.79            1.05            
17597            146.48           272.88           16.21            0.52            
17598            147.76           257.57           10.22            1.05            
17599            147.76           257.57           17.51            0.52            
17600            147.76           257.57           10.22            0.00            
17601            166.92           267.45           15.01            1.57            
17602            166.92           267.45           25.73            1.05            
17603            166.92           267.45           15.01            0.52            
17604            189.41           265.58           23.82            1.05            
17605            189.41           265.58           40.83            0.52            
17606            189.41           265.58           23.82            0.00            
17607            179.78           245.17           15.01            0.52            
17608            179.78           245.17           25.73            0.00            
17609            179.78           245.17           15.01            -0.52           
17610            161.65           233.51           10.22            1.05            
17611            161.65           233.51           17.51            0.52            
17612            161.65           233.51           10.22            0.00            
17613            174.27           224.75           16.21            0.52            
17614            174.27           224.75           27.79            0.00            
17615            174.27           224.75           16.21            -0.52           
17616            161.65           215.99           10.22            0.00            
17617            161.65           215.99           17.51            -0.52           
17618            161.65           215.99           10.22            -1.05           
17619            103.00           240.45           8.11             2.62            
17620            103.00           240.45           13.90            2.09            
17621            103.00           240.45           8.11             1.57            
17622            109.96           250.47           12.87            2.09            
17623            109.96           250.47           22.06            1.57            
17624            109.96           250.47           12.87            1.05            
17625            116.91           240.45           8.11             1.57            
17626            116.91           240.45           13.90            1.05            
17627            116.91           240.45           8.11             0.52            
17628            126.16           254.84           11.92            2.09            
17629            126.16           254.84           20.42            1.57            
17630            126.16           254.84           11.92            1.05            
17631            142.37           262.49           18.91            1.57            
17632            142.37           262.49           32.41            1.05            
17633            142.37           262.49           18.91            0.52            
17634            143.85           244.63           11.92            1.05            
17635            143.85           244.63           20.42            0.52            
17636            143.85           244.63           11.92            0.00            
17637            136.01           229.42           8.11             1.57            
17638            136.01           229.42           13.90            1.05            
17639            136.01           229.42           8.11             0.52            
17640            148.17           228.41           12.87            1.05            
17641            148.17           228.41           22.06            0.52            
17642            148.17           228.41           12.87            0.00            
17643            142.96           217.38           8.11             0.52            
17644            142.96           217.38           13.90            0.00            
17645            142.96           217.38           8.11             -0.52           
17646            146.95           245.23           11.04            2.09            
17647            146.95           245.23           18.91            1.57            
17648            146.95           245.23           11.04            1.05            
17649            161.95           252.31           17.51            1.57            
17650            161.95           252.31           30.01            1.05            
17651            161.95           252.31           17.51            0.52            
17652            163.32           235.77           11.04            1.05            
17653            163.32           235.77           18.91            0.52            
17654            163.32           235.77           11.04            0.00            
17655            184.02           246.44           16.21            1.57            
17656            184.02           246.44           27.79            1.05            
17657            184.02           246.44           16.21            0.52            
17658            208.31           244.42           25.73            1.05            
17659            208.31           244.42           44.09            0.52            
17660            208.31           244.42           25.73            0.00            
17661            197.92           222.37           16.21            0.52            
17662            197.92           222.37           27.79            0.00            
17663            197.92           222.37           16.21            -0.52           
17664            178.33           209.78           11.04            1.05            
17665            178.33           209.78           18.91            0.52            
17666            178.33           209.78           11.04            0.00            
17667            191.96           200.32           17.51            0.52            
17668            191.96           200.32           30.01            0.00            
17669            191.96           200.32           17.51            -0.52           
17670            178.33           190.87           11.04            0.00            
17671            178.33           190.87           18.91            -0.52           
17672            178.33           190.87           11.04            -1.05           
17673            152.22           201.35           8.11             1.57            
17674            152.22           201.35           13.90            1.05            
17675            152.22           201.35           8.11             0.52            
17676            164.37           200.34           12.87            1.05            
17677            164.37           200.34           22.06            0.52            
17678            164.37           200.34           12.87            0.00            
17679            159.17           189.31           8.11             0.52            
17680            159.17           189.31           13.90            0.00            
17681            159.17           189.31           8.11             -0.52           
17682            176.27           188.49           11.92            1.05            
17683            176.27           188.49           20.42            0.52            
17684            176.27           188.49           11.92            0.00            
17685            190.99           178.27           18.91            0.52            
17686            190.99           178.27           32.41            0.00            
17687            190.99           178.27           18.91            -0.52           
17688            176.27           168.06           11.92            0.00            
17689            176.27           168.06           20.42            -0.52           
17690            176.27           168.06           11.92            -1.05           
17691            159.17           167.24           8.11             0.52            
17692            159.17           167.24           13.90            0.00            
17693            159.17           167.24           8.11             -0.52           
17694            164.37           156.21           12.87            0.00            
17695            164.37           156.21           22.06            -0.52           
17696            164.37           156.21           12.87            -1.05           
17697            152.22           155.20           8.11             -0.52           
17698            152.22           155.20           13.90            -1.05           
17699            152.22           155.20           8.11             -1.57           
17700            68.15            214.80           6.95             3.14            
17701            68.15            214.80           11.92            2.62            
17702            68.15            214.80           6.95             2.09            
17703            69.02            225.22           11.04            2.62            
17704            69.02            225.22           18.91            2.09            
17705            69.02            225.22           11.04            1.57            
17706            78.47            220.76           6.95             2.09            
17707            78.47            220.76           11.92            1.57            
17708            78.47            220.76           6.95             1.05            
17709            79.18            235.42           10.22            2.62            
17710            79.18            235.42           17.51            2.09            
17711            79.18            235.42           10.22            1.57            
17712            87.93            248.04           16.21            2.09            
17713            87.93            248.04           27.79            1.57            
17714            87.93            248.04           16.21            1.05            
17715            96.69            235.42           10.22            1.57            
17716            96.69            235.42           17.51            1.05            
17717            96.69            235.42           10.22            0.52            
17718            97.39            220.76           6.95             2.09            
17719            97.39            220.76           11.92            1.57            
17720            97.39            220.76           6.95             1.05            
17721            106.85           225.22           11.04            1.57            
17722            106.85           225.22           18.91            1.05            
17723            106.85           225.22           11.04            0.52            
17724            107.71           214.80           6.95             1.05            
17725            107.71           214.80           11.92            0.52            
17726            107.71           214.80           6.95             0.00            
17727            98.73            237.19           9.46             2.62            
17728            98.73            237.19           16.21            2.09            
17729            98.73            237.19           9.46             1.57            
17730            106.84           248.88           15.01            2.09            
17731            106.84           248.88           25.73            1.57            
17732            106.84           248.88           15.01            1.05            
17733            114.94           237.19           9.46             1.57            
17734            114.94           237.19           16.21            1.05            
17735            114.94           237.19           9.46             0.52            
17736            125.74           253.98           13.90            2.09            
17737            125.74           253.98           23.82            1.57            
17738            125.74           253.98           13.90            1.05            
17739            144.64           262.90           22.06            1.57            
17740            144.64           262.90           37.80            1.05            
17741            144.64           262.90           22.06            0.52            
17742            146.37           242.07           13.90            1.05            
17743            146.37           242.07           23.82            0.52            
17744            146.37           242.07           13.90            0.00            
17745            137.23           224.32           9.46             1.57            
17746            137.23           224.32           16.21            1.05            
17747            137.23           224.32           9.46             0.52            
17748            151.40           223.15           15.01            1.05            
17749            151.40           223.15           25.73            0.52            
17750            151.40           223.15           15.01            0.00            
17751            145.34           210.28           9.46             0.52            
17752            145.34           210.28           16.21            0.00            
17753            145.34           210.28           9.46             -0.52           
17754            121.46           206.87           6.95             2.09            
17755            121.46           206.87           11.92            1.57            
17756            121.46           206.87           6.95             1.05            
17757            130.91           211.33           11.04            1.57            
17758            130.91           211.33           18.91            1.05            
17759            130.91           211.33           11.04            0.52            
17760            131.78           200.91           6.95             1.05            
17761            131.78           200.91           11.92            0.52            
17762            131.78           200.91           6.95             0.00            
17763            144.82           207.63           10.22            1.57            
17764            144.82           207.63           17.51            1.05            
17765            144.82           207.63           10.22            0.52            
17766            160.13           206.36           16.21            1.05            
17767            160.13           206.36           27.79            0.52            
17768            160.13           206.36           16.21            0.00            
17769            153.58           192.46           10.22            0.52            
17770            153.58           192.46           17.51            0.00            
17771            153.58           192.46           10.22            -0.52           
17772            141.24           184.53           6.95             1.05            
17773            141.24           184.53           11.92            0.52            
17774            141.24           184.53           6.95             0.00            
17775            149.83           178.57           11.04            0.52            
17776            149.83           178.57           18.91            0.00            
17777            149.83           178.57           11.04            -0.52           
17778            141.24           172.61           6.95             0.00            
17779            141.24           172.61           11.92            -0.52           
17780            141.24           172.61           6.95             -1.05           
17781            120.27           222.89           8.76             2.62            
17782            120.27           222.89           15.01            2.09            
17783            120.27           222.89           8.76             1.57            
17784            127.78           233.71           13.90            2.09            
17785            127.78           233.71           23.82            1.57            
17786            127.78           233.71           13.90            1.05            
17787            135.29           222.89           8.76             1.57            
17788            135.29           222.89           15.01            1.05            
17789            135.29           222.89           8.76             0.52            
17790            145.28           238.44           12.87            2.09            
17791            145.28           238.44           22.06            1.57            
17792            145.28           238.44           12.87            1.05            
17793            162.78           246.69           20.42            1.57            
17794            162.78           246.69           35.00            1.05            
17795            162.78           246.69           20.42            0.52            
17796            164.39           227.41           12.87            1.05            
17797            164.39           227.41           22.06            0.52            
17798            164.39           227.41           12.87            0.00            
17799            155.92           210.98           8.76             1.57            
17800            155.92           210.98           15.01            1.05            
17801            155.92           210.98           8.76             0.52            
17802            169.04           209.89           13.90            1.05            
17803            169.04           209.89           23.82            0.52            
17804            169.04           209.89           13.90            0.00            
17805            163.43           197.97           8.76             0.52            
17806            163.43           197.97           15.01            0.00            
17807            163.43           197.97           8.76             -0.52           
17808            167.73           228.05           11.92            2.09            
17809            167.73           228.05           20.42            1.57            
17810            167.73           228.05           11.92            1.05            
17811            183.93           235.70           18.91            1.57            
17812            183.93           235.70           32.41            1.05            
17813            183.93           235.70           18.91            0.52            
17814            185.42           217.84           11.92            1.05            
17815            185.42           217.84           20.42            0.52            
